Date,DE,ES,BE,CH,UK,NL,FR,IE,PT,IT
2035-09-23,16.108555,18.360314583333334,16.943045833333333,12.002983333333333,13.815329583333332,17.168984166666664,17.833915833333332,12.507139583333334,17.37113125,20.009083120782552
2035-09-24,17.420909583333334,18.9868725,16.51393125,14.681811666666666,10.845054166666666,16.475829583333333,18.263490416666667,9.284352499999999,17.58959625,20.85444502287988
2035-09-25,16.51222625,19.964260416666665,14.72789375,15.937747083333333,9.122842916666666,13.409527916666667,18.49919125,9.100366666666666,17.962572083333335,21.570543738469564
2035-09-26,15.003448333333333,16.52081875,14.411062083333334,16.4205625,9.876232916666666,12.222791666666666,19.288259583333332,9.918943333333333,14.696663749999999,21.669736684515836
2035-09-27,15.421230833333333,13.912862500000001,16.318551666666668,14.91270875,11.273315416666668,14.899628333333332,16.224631249999998,11.006334166666667,14.901173333333332,21.3970361781734
2035-09-28,14.847254583333333,15.466226666666666,13.99581,11.884286666666666,12.533967500000001,14.746349166666667,15.090710833333333,10.712433333333335,16.70224333333333,20.5101516498124
2035-09-29,14.34135,16.462527916666666,14.412386249999999,11.382179166666667,14.061220833333332,14.499064166666665,15.705153333333334,12.826214166666666,16.667941666666668,19.666840125663263
2035-09-30,14.309637083333334,15.97073875,13.92958625,10.913071666666667,13.613650416666667,14.513508333333334,14.753605,13.52051625,15.474922083333333,19.486375618946553
2035-10-01,13.332765833333333,18.430364583333333,13.60837,9.88827375,13.528684583333332,14.530782083333333,15.235629166666667,13.251669999999999,17.207879583333334,18.989771182417275
2035-10-02,12.967826666666667,20.333187083333332,14.06915625,8.7484475,12.054951666666668,14.150887083333332,16.001337916666667,12.36500375,19.600822083333334,18.686892106426015
2035-10-03,12.58614375,21.085559166666666,13.941853333333334,9.444345,11.667767500000002,12.849000833333333,17.1735775,13.87909125,20.609084166666666,17.79525283244731
